CAS_Number,SMILES,pLD50,"LD50,mg/kg"
75883-62-4,CNC(=O)Nc1c(OCCCCN2CCCCC2)c(OC)c2occc2c1OC,3.7755,67.955
75463-42-2,O=C(CN1CCCCC1)NC1CCc2cc3c(cc21)CCC3,3.7759,49.962
64059-48-9,CC1C2CCC(C2)C(C)(C)N1C,3.7763,27.9785
22820-36-6,Cc1ccccc1OCC(O)CN(C)CCN1CCCCC1,3.7771,51.163
73758-15-3,CC(C)N(C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1)C(C)C,3.7774,55.962
20627-25-2,CCCCCCN(CCCCCC)CC(=O)Nn1c(C)ccc1C,3.7776,55.96
73927-56-7,Clc1cccc(Cl)c1COCc1c(Cl)cccc1Cl,3.7782,55.651
3943-51-9,CN(C)C(=O)OCC#CCN1CCCC1,3.7787,34.977
35022-53-8,NCC(O)CN,3.7788,14.9922
132-18-3,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3.7797,46.697
102516-96-1,CCN(CC)CCn1c(Cc2cccc(OC)c2)nc2ccccc21,3.78,55.958
56839-43-1,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.7805,42.967
65227-61-4,CN1CCC2CC(Cc3ccc(O)cc32)C1,3.7808,35.973
73698-50-7,CCCCN(CCCC)CCN1C(=O)c2ccccc2S1(=O)=O,3.7813,55.949
551-36-0,CCN(CC)CCOC(=O)c1ccc(N)cc1O,3.7818,41.674
65843-82-5,c1ccc2c(CCCC3CCNCC3)ccnc2c1,3.7822,41.967
2909-89-9,COC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,3.7826,55.958
20748-66-7,CC(C)c1ccc(C(C)C)c(O)c1O,3.7833,31.976
27779-21-1,CCOc1ccc(C(CN(C)C)C(C)CC)cc1F,3.7837,43.969
2765-31-3,CCOC(=O)CN(CCC(C)C)CCC(C)C,3.7842,39.972
22001-41-8,O=C(Nc1ccccc1)Oc1cc(Cl)c(Cl)cc1Cl,3.7845,51.736
14572-53-3,CCCCNC(=O)Oc1c(Cl)cc(Cl)c(Cl)c1[N+](=O)[O-],3.7853,55.738
3515-52-4,COc1ccc2[nH]cc(CC3CCNCC3)c2c1,3.7859,39.971
103125-00-4,c1ccc2c(CCC3=NCCN3)cccc2c1,3.7862,36.671
15260-42-1,C/N=c1/scc(-c2ccc(C)cc2C)n1C,3.7864,37.959
73873-84-4,O=C(OC1CN2CCC1CC2)C(CO)c1ccccc1,3.7867,44.968
63938-70-5,CCCNCCc1c[nH]c2ccccc12,3.7875,32.975
127905-99-1,COc1cccc(Sc2ccccc2CN)c1,3.7877,39.958
62832-94-4,CNCCCOc1nn(-c2ccccc2)cc1-c1ccccc1,3.7887,49.963
82875-67-0,CC(N)Cc1c2c(cc3c1CCC3)CCC2,3.7891,34.972
81786-46-1,O=[N+]([O-])OC1COC2C(NCCCc3ccccc3)COC12,3.7901,49.968
100427-78-9,OC(c1ccccc1)C1(N2CCCCC2)CCCC1,3.7907,41.968
52093-21-7,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.7911,74.955
41431-43-0,COc1cc2c3c(c1OC)-c1c(ccc(O)c1OC)CC3N(CC(C)C)CC2,3.7914,61.955
139193-87-6,Cc1cc(/C=C/c2ccccc2OCCN(C)C)on1,3.7917,43.968
101206-33-1,N=C(NCCc1ccccc1)c1ccc(CCc2ccc(CN)cc2)cc1,3.7921,57.655
102233-27-2,OCCN1CCN(c2cccc3c2CCCC3)CC1,3.7924,41.969
102233-03-4,CSc1ccc2c(c1)C(N1CC[N+](C)([O-])CC1)Cc1ccccc1S2,3.793,59.931
103124-97-6,c1cc(NC2=NCCN2)c2c(c1)OCO2,3.7937,32.979
141284-00-6,CS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)Cc1ccccc1,3.794,59.954
14188-03-5,CN(C)CCCOC(=O)c1ccccc1CCc1ccccc1,3.7944,49.962
59921-77-6,O=C(CCCNC1CCCC1)c1ccc(F)cc1,3.7947,39.972
57690-22-9,CN(C)CC(=O)C1=C2C(=Cc3ccccc3N2C)CC1,3.7952,42.968
14225-20-8,O=C(Nc1ccc(Cl)cc1)OCC#CCI,3.7953,55.901
3639-69-8,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC#N,3.796,40.969
73825-95-3,O=C1c2ccccc2C(=O)N1CC(O)CN1C(=O)c2ccccc2C1=O,3.7963,55.962
67262-79-7,COC(C)CNCC(=O)Nc1c(C)cccc1C,3.7965,39.972
57281-35-3,OC(CCNC1CCCCC1)COc1cccc2ccccc12,3.7972,49.962
27601-64-5,CCNC(=O)OCCN(CCOC(=O)NCC)CCc1ccccc1,3.7977,55.963
100482-44-8,O=[N+]([O-])c1cccc(C(Cl)CC(O)(C(F)(F)F)C(F)(F)F)c1,3.7979,55.901
22041-21-0,COC(=O)CCN1CCCC1,3.7985,24.9837
53251-80-2,C#CCNCC(O)COc1c(C(C)C)ccc(C)c1C(=O)OCC,3.7987,52.963
3854-03-3,O=C1CCC(=O)N1CC#CCN1CCCC1,3.7989,34.976
69357-14-8,CCCCCCCCCOC(=O)C(N)c1ccccc1,3.7997,43.968
15150-16-0,CN(C)CCOC(=O)c1ccccc1SCc1ccccc1,3.7999,49.951
102043-58-3,CCCC(C)C/C(C)=C\C(C)(C)C(CC(=O)N1CCOCC1)C(=O)O,3.8002,55.961
4627-89-8,COc1c(O)ccc2c1C13CCCCC1(O)C(C2)N(C)CC3,3.8008,47.965
21193-88-4,NC(=O)OCCN1CCCC1,3.8013,24.9849
801-52-5,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.8017,54.966
25524-55-4,COc1ccc(NC(=O)N/C=C/NC(=O)Nc2ccc(OC)cc2)cc1,3.8022,56.163
73855-69-3,OC(CCN1CC2CCC(CC2)C1)(Cc1ccccc1)c1cccs1,3.8027,55.945
102433-75-0,CC(CCl)NC(=O)Nc1cccc2c1CCCC2,3.8029,41.897
67196-15-0,CN1CCC(CCn2c3ccccc3c3ccccc32)CC1,3.8033,45.964
53216-90-3,CC1C/C=C2\SCC(NC(=O)c3coc(n3)CC(O)CC(O)/C=C\C=C/CNC2=O)C(=O)O1,3.8039,74.94
17179-47-4,CCCN(CCC)CC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C,3.8045,59.955
316-81-4,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.8049,69.928
102516-84-7,O=C(OCCN1CCSCC1)C(O)(c1ccccc1)c1ccccc1,3.8051,55.947
75348-41-3,CCN(CC)CCOc1ccc(C(=O)NC2CCCCC2)cn1,3.8054,49.965
5348-77-6,N#CC(C#N)=Cc1cc(Cl)ccc1O,3.8058,31.905
102366-72-3,CCCCCCCCCCCC(=O)NCc1ccc(Cl)c(Cl)c1,3.8061,55.814
52396-32-4,CC(C)CC1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(N)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC1=O,3.8067,144.914
32417-08-6,CC(C)COc1ccc(C(=S)NCCCN2CCCC2)cc1,3.8069,49.952
63207-78-3,O=C(NCCN1CCCC1)C(c1ccccc1)c1ccccc1,3.8079,47.963
37828-88-9,C=C(Br)CN1CCCCC1,3.8081,31.581
76517-95-8,Cc1ccc(Cc2c[nH]c(NCCSCc3[nH]cnc3C)nc2=O)cn1,3.8084,57.536
27585-36-0,CCN(CC)CCN(C(=O)COc1ccc(OC)cc1)c1cccc(OC)c1,3.809,59.958
81786-39-2,CN(CCCc1ccccc1)C1COC2C(O[N+](=O)[O-])COC21,3.8094,49.968
475-67-2,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,3.8097,52.877
41635-35-2,CN(C)C(C)(C)Cc1ccc2c(c1)CCCCC2,3.8101,37.97
63868-36-0,CN1CCC23c4c5c(Br)cc(O)c4OC2C(=O)C=CC3C1C5,3.8108,55.816
58763-27-2,CCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl,3.8114,49.892
1508-76-5,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,3.8117,44.314
26106-03-6,CC1SC(CCCN(C)C)(c2ccccc2)c2ccccc21,3.8122,47.95
3692-90-8,C#CCOc1cccc(OC(=O)NC)c1,3.8125,31.5786
62538-81-2,Cc1cnc2n1-c1ccccc1Nc1ccccc1-2,3.8134,37.971
54-30-8,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,3.8138,49.165
98438-59-6,C1=CC2=CC3C(CC4CCCCN43)C2CC1,3.8146,32.973
25314-87-8,CCN(CC)CC(OC(=O)c1ccccc1)c1ccccc1,3.8151,45.485
579-23-7,COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,3.8158,55.959
95945-94-1,CCN(CC)CCOC(=O)C(C1CCCCC1)C(O)(CC)CC,3.8163,49.965
3346-27-8,CC12CCC(N)CC1=CCC1C2CCC2(C)C(N)CCC12,3.8167,43.966
19977-11-8,Cn1c(=O)c2c(ncn2CC(CN2CCN(Cc3ccccc3Cl)CC2)OC(=O)c2ccccc2)n(C)c1=O,3.8169,83.872
102071-17-0,CC1CN(C)CCC1OC(c1ccccc1)c1ccccc1,3.8172,44.965
42200-33-9,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,3.8175,47.068
100836-77-9,O=C(NCCN1CCCC1)OCCCc1ccccc1,3.8183,41.97
73150-38-6,CN(C)CCCSC1c2ccccc2CSc2ccccc21,3.8189,49.938
102584-42-9,CC(OCCN1CCCC1)(c1ccccc1)c1ccc(Cl)cc1,3.8194,49.891
41716-84-1,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,3.8199,48.464
40580-02-7,COc1ccc(NC2=NCCO2)c2ccccc12,3.8201,36.634
6366-70-7,NC(CCCCNOC(=O)Cc1ccccc1)C(=O)OCc1ccccc1,3.8205,55.961
53-40-7,CC(=O)C1CCC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3CCC12C,3.8206,60.955
510-83-8,CCC(CN(C)C)(C(=O)OCc1ccccc1)c1ccccc1,3.8213,46.964
54809-43-7,CC1C2Cc3ccc(O)cc3C1(C)CCN(C)C2,3.8216,36.972
73972-69-7,c1ccc(CNCCN2CC(c3ccccc3)CN2Cc2ccccc2)cc1,3.8218,55.956
37014-83-8,CN(C)CCCC1(c2ccccc2)CCCSc2ccccc21,3.8224,48.95
67196-04-7,CC1CCC(Cn2c3ccccc3c3ccccc32)N(C)C1,3.8226,43.965
306-11-6,Cc1cccc(OCC(O)CNC(C)C)c1,3.8228,33.562
22908-72-1,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C)cc1,3.8232,50.961
102433-63-6,CCCCCCCC/C=C/CCCCCCCCNC(=O)NCCCl,3.8235,55.89
63999-06-4,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,3.8237,66.957
101858-31-5,CC(=O)CCC(=O)CC(O)(C(F)(F)F)C(F)(F)F,3.8242,41.983
73663-85-1,CCCN(CCC)CCCNc1c2c(nc3c(Cl)cccc13)CCCC2,3.8247,55.889
59921-88-9,O=C(CCCN1CCCC1)c1ccc2ccccc2c1,3.8251,39.969
16398-39-3,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,3.8257,50.966
96122-68-8,CN(C)CCOC(c1ccc(F)cc1)c1ccc(Br)cc1,3.8264,52.354
20904-15-8,CN(C)CCn1c(COc2ccccc2)nc2ccccc21,3.8269,43.968
37106-99-3,CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.8272,85.045
2014-22-4,CCN(CC)CC(=O)Oc1c(C)cccc1C,3.8276,34.975
35627-81-7,CCCCCCCCC(=O)N(C)CCO,3.828,31.978
128959-18-2,COc1ccc(Sc2ccccc2CC(C)N)cc1OC,3.8288,44.956
13708-47-9,COc1ccc(-n2c(C)c(CN(C)C)c3cc(OC)ccc32)cc1,3.8299,47.965
102612-65-7,CC(O)(C#N)CC(O)(C(F)(F)Cl)C(F)(F)Cl,3.8301,41.844
101832-91-1,c1ccc(CN2CCCCC2Cc2c[nH]c3ccccc23)cc1,3.8303,44.964
21609-82-5,c1ccc(CN2CCN(C3CCCSc4ccccc43)CC2)cc1,3.8306,49.95
27467-10-3,CCCNC(=O)OCCN(CCOC(=O)NCCC)CCc1ccccc1,3.831,55.963
7468-24-8,CN(C)CC=C(c1ccccc1)c1ccccc1,3.8313,34.971
39543-80-1,CC(=O)c1cc2cccc(OCC(O)CNC(C)(C)C)c2o1,3.8316,44.969
141283-46-7,CCCCC(=O)Nc1cc(C(F)(F)F)cnc1NS(C)(=O)=O,3.8317,49.963
74038-52-1,C(=N/CCCCCC/N=C/c1cccc2c1OCO2)\c1cccc2c1OCO2,3.8321,55.96
101756-36-9,CN1CCC(C(C#N)C#N)CC1,3.8326,23.9834
6130-93-4,CC1(C)CCCC(C)(C)N1N=O,3.8332,24.9832
33531-53-2,CCN1CCCC(OC(=O)Nc2cccc(Br)c2)C1,3.8336,47.83
102583-79-9,Cc1cc(C)c(C)c(NC2=NCCO2)c1C,3.8339,31.977
3564-66-7,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,3.8343,43.084
6493-36-3,CCCCCCCCCCCSc1nc2c([nH]1)c(=S)n(C)c(=O)n2C,3.8346,55.94
17607-50-0,CCCCN(C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(O/C=C\C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C\C=C(\C)C(=O)N2)O4)N(CC)CC,3.8349,128.913
3854-13-5,O=C1CCCC1CC#CCN1CCCC1,3.8353,29.9774
3380-74-3,COc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1OC,3.8359,44.967
85462-74-4,CC(C)NCC(O)COc1csc2c1CCC2,3.8366,37.163
33286-22-5,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,3.8368,60.305
10107-54-7,COc1ccc(CC(C(=O)OC2CC(C)N(C)CC2C)c2ccccc2)cc1,3.8372,55.458
1263-89-4,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.8377,89.414
63686-81-7,CC(C)NCC(O)COc1ccc(OCCOCC2CCC2)cc1,3.838,48.966
28311-31-1,NCC(CC(=O)O)c1ccc(Cl)cc1,3.8384,30.9117
60869-90-1,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CO)=CCC3N)C2O)OCC1(C)O,3.8389,64.962
74039-14-8,NC(=O)C1(Cl)C2(Cl)C=CC(Cl)(C2(Cl)Cl)C1(Cl)C(N)=O,3.8394,55.563
14148-99-3,CN(C)C(Cc1ccccc1)c1ccccc1,3.8396,32.574
85462-86-8,CC(C)(C)NCC(O)COc1c(C(=O)O)sc2c1CCC2,3.84,45.259
18235-89-7,CCOC(=O)c1c(C)n(C)c2ccc(OCCN(CC)CC)cc12,3.8405,47.966
101077-16-1,C(=N/Nc1ccccc1)\c1cc2c3c(c1)CCCN3CCC2,3.8412,41.968
2122-61-4,Nc1c(I)cc(C(=O)O)cc1I,3.8417,55.987
931-97-5,N#CC1(O)CCCCC1,3.8422,17.9875
69353-46-4,CCOc1cc(C(=S)NCCCN(CC)CC)cc(OCC)c1OCC,3.8423,54.951
14008-44-7,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,3.8428,63.934
56605-16-4,O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,3.8429,48.115
73622-78-3,Cc1ccc(NC(=O)OCc2ccccc2)cc1NC(=O)OCc1ccccc1,3.8434,55.96
84714-98-7,CC1(O)CC(c2ccccc2)N(Cc2ccccc2)CC1(C)O,3.844,44.566
56740-47-7,CN(C)C1CCCC(c2ccccc2)(c2ccccc2)C1,3.8442,39.967
68263-44-5,Cc1ccc2c(c1)C(CCCN(C)C)c1ccccc1CC2,3.8443,41.966
73855-70-6,CCCCc1ccc(C(O)(CCN2CC3CCC(CC3)C2)c2ccccc2)cc1,3.8447,55.956
34848-26-5,OC(CC(O)(C(F)(F)F)C(F)(F)F)c1cccs1,3.8454,41.971
6505-98-2,Cn1c(=S)c2[nH]c(SCCCC(=O)c3ccc(F)cc3)nc2n(C)c1=O,3.8456,55.943
20937-44-4,NC1(Cc2ccccc2)CCCC1,3.8458,24.9802
67367-82-2,CN1CCN(CC(=O)c2c3c(cc4c2CCC4)CCC3)CC1,3.8465,42.468
6851-69-0,CN(C)c1ccc2[nH]cc(C(=O)CBr)c2c1,3.8469,39.839
20041-40-1,COc1cc(C(C)=O)ccc1OCC(O)CNC(C)C,3.8472,39.973
6288-44-4,CCCCCCCCCCCCCCCCC/C(=N\O)c1ccc(Cl)cc1,3.8474,55.891
21889-12-3,CN(C)c1ccc(/C=C2\C(=O)/C(=C\c3ccc(N(C)C)cc3)c3ccccc32)cc1,3.8479,55.956
63917-18-0,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,3.8483,46.956
73806-60-7,CN(C)C(=N)Nc1ccc(Cl)cc1,3.8488,27.9154
2247-45-2,Cc1ccc(CC(=O)OC2CC3CCC(C2)N3C)cc1,3.8491,38.671
110436-24-3,CCN1CCN(C(C)CN2c3ccccc3Sc3ccccc32)CC1,3.8495,49.952
7432-27-1,CCN(CC)CCOc1ccc(Cl)cc1C(=O)Nc1ccccc1,3.85,48.899
5554-72-3,CCN(CC)CC(O)(c1ccccc1)c1ccccc1,3.8506,37.97
64-89-1,CCC(=O)c1ccc2c(c1)Sc1ccccc1N2C(C)CN(C)C,3.8509,47.953
521-80-2,CN(C)CCCC1c2ccccc2C=Cc2ccccc21,3.8513,39.033
27468-55-9,CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2cccc(OC)c2)cc1,3.8518,59.957
73840-15-0,CCCCNC(=O)NCCCN1CCN(CCCNC(=O)NCCCC)CC1,3.8523,55.964
56765-93-6,c1ccc(C2(c3ccccc3)CCC3NC3C2)cc1,3.8528,34.971
65935-58-2,OCCN1CCN(Cc2c3c(c(CN4CCN(CCO)CC4)c4c2CCC4)CCC3)CC1,3.8537,61.956
24269-70-3,CC(C)OC(=O)N1CCN(CCN(C(=O)OC(C)C)C(C)(C)C)CC1,3.8543,49.967
37621-87-7,O=C(NCCCl)NC1CCC(CC2CCCCC2)CC1,3.8551,41.905
2019-65-0,CCCCN(CCCC)C(=O)OCCN(CC)CC,3.8555,37.974
28221-31-0,CCC1=NCCCS1,3.8561,17.9768
73623-38-8,O=C(CC1CCCN1)Nc1c(Cl)cccc1Cl,3.8566,37.845
65876-15-5,COc1cc(OCC(=O)NCCCN2CCN(CCCNC(=O)COc3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.8578,89.942
63834-09-3,CCN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,3.858,44.955
1944-12-3,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,3.8587,41.971
20886-96-8,O=c1nc(CN2CCCCC2)[nH]c2sc3c(c12)CCCC3,3.8588,41.96
100740-24-7,CCN(CC)CCN(Cc1ccccc1)C(=O)c1ccc(N)cc1,3.8593,44.967
87421-58-7,CN1C2CCC(OC(=O)C(OCc3ccccc3)(c3ccccc3)c3ccccc3)C1CC2,3.8597,60.953
61059-66-3,NC(CCC(=O)NCCc1c[nH]c2ccc(O)cc12)C(=O)NCCc1c[nH]c2ccc(O)cc12,3.8599,63.956
20041-51-4,CC(C)NCC(O)CSc1cccc2ccccc12,3.8602,37.961
2047-30-5,CN(C)CC/C=C1/c2ccccc2CCc2ccc(Cl)cc21,3.8605,42.902
67032-18-2,CC(CN1CCCCC1C)OC(=O)c1ccccc1,3.8609,35.973
23562-36-9,Cc1cccc(C)c1NC(=O)CN(C)CCCCl,3.8612,36.91
102395-45-9,CN1CN(c2ccccc2)C2(CCN(CCC3COc4ccccc4O3)CC2)C1=O,3.862,55.96
52286-59-6,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,3.8625,129.915
63867-84-5,OC(CN1CCCCC1)c1cccc2ccccc12,3.8631,34.973
3380-75-4,c1ccc2c3c([nH]c2c1)C(c1ccc2c(c1)OCO2)NCC3,3.8638,39.97
33132-89-7,CCCCCC(CN(C)C)c1ccccc1,3.8641,29.9763
10565-65-8,CCC1(CC)OC(CCCN(C)C)(c2ccccc2C)c2ccccc21,3.8647,47.962
16401-80-2,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,3.8653,39.97
67262-65-1,CCOCCNC(C)C(=O)Nc1ccccc1CC,3.8659,35.975
156809-90-4,OC(CN1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1,3.8664,44.904
74051-16-4,CCCN(CCC)CC(OC)c1ccccc1,3.8666,31.976
309-36-4,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,3.8674,35.576
158042-69-4,CCCCCCCCCn1c(C)nc2ccccc21,3.8682,34.973
57259-24-2,CSc1c(OCCCN(C)C)nc(N2CCOCC2)nc1OCCCN(C)C,3.8684,55.954
2820-55-5,CN1CCCC1c1ccc[n+]([O-])c1,3.869,24.0832
7239-92-1,COc1ccc2c(c1O)C13CCCCC1(O)C(C2)N(C)CC3,3.8692,40.971
1722-62-9,Cc1cccc(C)c1NC(=O)C1CCCCN1C,3.8701,33.2
3212-45-1,CN1CCCC1COC(=O)C(OCc1ccccc1)(c1ccccc1)c1ccccc1,3.8704,55.957
1617-90-9,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,3.8707,47.706
145296-52-2,COC(=O)Cc1c[nH]c2cccc(OCC(O)CNC(C)(C)C)c12,3.8711,44.97
35805-99-3,O=C(SCCN1CCN(CCO)CC1)N1c2ccccc2Sc2ncccc21,3.8715,55.941
125674-73-9,CP(=O)(NCC(=O)OCc1ccccc1)C1CC(c2ccccc2)=NO1,3.872,49.968
35443-90-4,O=C(C=C(C(F)(F)F)C(F)(F)F)c1ccc([N+](=O)[O-])cc1,3.8725,41.982
26988-06-7,CCC(C)SCC(O)CN1CCc2cc(OC)c(OC)cc2C1CC1CC2c3cc(OC)c(OC)cc3CCN2CC1CC,3.8729,83.929
73972-60-8,O=C(S)OC1C(OCSSCOC2OC3COC(c4ccccc4)OC3C(O)C2OC(=O)S)OC2COC(c3ccccc3)OC2C1O,3.8732,99.896
2058-52-8,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.8737,45.894
63918-74-1,OCCN1Cc2ccccc2-c2ccccc2C1,3.8738,31.975
101858-29-1,CCCCCCCC(=O)Nc1cc2c3c(c1)CCCN3CCC2,3.8743,41.968
69781-37-9,CC(COC(=O)c1ccc(N)cc1)NC1CCCC1,3.8748,34.975
105826-92-4,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,3.8752,37.873
54187-04-1,C1COC(NC(C2CC2)C2CC2)=N1,3.8757,23.9834
506-12-7,CCCCCCCCCCCCCCCCC(=O)O,3.8758,35.973
102233-13-6,CC1CN(CCCc2ccc(COc3ccccc3)cc2)C(C)CN1,3.8763,44.965
49780-10-1,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,3.8766,54.888
102585-56-8,O=C(OCCN1CCCCC1)C(c1ccccc1)C1(O)CCCC1,3.877,43.968
66933-00-4,COc1cc(OC)c(C(=O)CN2CCN(CC(O)c3ccccc3)CC2)c(OC)c1,3.8772,54.962
141283-54-7,CS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)c1ccc(F)cc1,3.8777,49.964
28716-60-1,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1CC(O)CSC(C)(C)C,3.8781,82.93
73728-70-8,NCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3.8789,31.984
125-65-5,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,3.8791,49.965
101418-10-4,CN(C)Cc1ccc2c(c1)c1c(n2C)CCCC1,3.8793,31.975
2064-21-3,CC(CN(C)C)N1c2ccccc2CCc2ccccc21,3.8796,36.971
20041-35-4,Cc1ccc(C(C)C)cc1OCC(O)CNC(C)C,3.8798,34.975
61389-36-4,CCCN1CCc2cccc3c2C1Cc1ccc(OC(C)=O)c(OC(C)=O)c1-3,3.8802,49.963
93968-90-2,CC1(C)C=C(C(=O)NCc2ccccc2)C(C)(C)N1,3.8808,33.975
21161-62-6,CP(=O)(OCC(=O)c1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.8811,49.973
42510-71-4,CC1C(c2ccccc2)OC(=N)N1C,3.8814,24.9822
73806-36-7,C=CCOP(=O)(OCC=C)C1(Cl)C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,3.8817,55.662
75343-63-4,c1ccc(/N=C2\OC(c3ccccc3)C3CCCCN23)cc1,3.8823,38.311
3911-38-4,N=C(N)NCc1ccccc1Br,3.8827,29.7396
102106-19-4,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC/C=C/c2ccc3ccccc3c2)C1c1cccc([N+](=O)[O-])c1,3.8831,67.034
303-53-7,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,3.8837,35.97
915-25-3,CCCCCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,3.8846,60.956
38339-19-4,CC(CO)(CO)NCC(O)c1cc(Cl)c(N)c(Cl)c1,3.8849,40.154
54714-50-0,N#CCN1CCCCCC1,3.8853,17.9872
66944-59-0,O=C(OCCN1CCN(CCOC(=O)C2CCCCCC2)CC1)C1CCCCCC1,3.8856,54.961
15930-95-7,Cc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1S2,3.8859,38.379
102280-47-7,c1cc2c(c(NC3=NCCCS3)c1)CCCC2,3.8865,31.966
21184-56-5,Cc1ccccc1NC(=O)OCC1CCCN(C)C1,3.8874,33.976
52073-23-1,CCOC(=O)c1c(C)ccc(C(C)C)c1OCCN(C)C,3.8877,37.973
1073-93-4,CC(C)N1C(=O)C=CC1=O,3.8882,17.9883
73972-79-9,CCOP(=O)(OCC)O/C(=C(/F)Cl)C(F)(Cl)P(=O)(OCC)OCC,3.8904,55.856
96141-81-0,CC(OCCN1CCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,3.891,42.57
5663-96-7,CCCCCC#CC(=O)O,3.8914,17.9874
101913-93-3,NN=C(CC(O)(C(F)(F)F)C(F)(F)Cl)CC(O)(C(F)(F)F)C(F)(F)Cl,3.8924,55.861
80761-10-0,CN1CCN(CCCCc2c3c(cc4c2CCC4)CCC3)CC1,3.8928,39.969
73790-92-8,CCN(CC)CCCC(C)OC(=O)/C=C/c1ccccc1,3.8933,36.972
63833-96-5,CCCCN1CCCCC1CN1c2ccccc2Sc2ccccc21,3.894,44.955
73855-60-4,COc1ccccc1/C=C1\SC(=S)NC1=O,3.8951,31.959
