CAS_Number,SMILES,pLD50,"LD50,mg/kg"
52370-32-8,CCCCOCCOCCO/N=C/c1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(O/C=C\C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C\C=C(\C)C(=O)N2)O4,3.6682,189.874
3737-33-5,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.6688,69.93
2731-16-0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2,3.6692,79.927
29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,3.6696,56.962
16531-23-0,CCN(CC)CCCNC(=S)c1ccc(OC)cc1,3.6697,59.941
17105-22-5,CCC(C)Cc1nc(C)cc2cc3c(cc12)OCO3,3.6701,54.959
52275-05-5,CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,3.6707,99.944
33244-00-7,N/C(=N\Nc1ccccc1)c1ccccc1,3.6716,44.966
519-88-0,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,3.6722,62.156
73855-49-9,O=c1[nH]c2ccccc2nc1C(Cl)(Cl)Cl,3.6726,55.668
98402-29-0,CN(CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C)C1=NCCC1,3.673,70.956
92724-89-5,CCc1ccc(Cl)c(NC(=O)CCN(CC)CC)c1,3.6734,59.859
22296-44-2,ON=C1c2cc(Cl)ccc2-c2ccc(Cl)cc21,3.6736,55.762
91-97-4,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,3.6739,55.959
63845-30-7,O=C(CN1CCCCC1)c1c[nH]c2ccccc12,3.6742,51.265
16462-86-5,CCOP(=O)(OCC)Oc1ccccc1Cl,3.6745,55.87
102613-12-7,C=CC(CCCCCCCC(N)=O)c1cc2c3c(c1)CCCN3CCC2,3.6746,74.943
3706-26-1,COc1ccc(CC(C)N)cc1,3.6749,34.904
13608-19-0,CC1CNCc2[nH]c3ccc(Br)cc3c21,3.6753,55.762
141284-01-7,CS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)Cc1cccs1,3.676,79.925
102613-29-6,O=C(NC/C=C/Br)Nc1c2ccccc2nc2ccccc12,3.6767,74.749
102367-45-3,CN(C)CCCOOC(=O)C(c1ccccc1)C1CCSCC1,3.677,70.934
154-93-8,O=NN(CCCl)C(=O)NCCCl,3.6773,44.78
41768-13-2,CC1CC(O)=C2C(=O)C(O)=C(O)C(=O)C2C1=O,3.678,49.969
127785-64-2,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)CC)OC(=O)C(C(C)(C)O)N(C)C(=O)C(CC(C)C)NC(=O)C(C(C)C)N(C)C1=O,3.6783,230.842
343-21-5,FC(F)(F)c1cccc2c1Sc1ccccc1N2,3.6788,55.949
4323-43-7,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,3.6793,87.941
18045-46-0,CN(C)C1CCC=CC2=C1CCCC2,3.6797,39.968
6461-99-0,N#Cc1ccc(S(=O)(=O)c2ccc(C#N)cc2)cc1,3.6804,55.944
102613-06-9,C=CCCCCCCCCC(=O)NN1CCOCC1,3.6806,55.961
3576-47-4,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccccc21,3.6813,67.933
13908-61-7,O=C(N/C=C/NC(=O)NCCCl)NCCCl,3.6818,55.775
101418-03-5,CC1CCC(C(C)C)C(OC(=O)N/N=C/N(C)C)C1,3.6822,55.963
605-65-2,CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,3.6828,55.849
71572-73-1,CC(C)NCC(O)COc1csc2ccccc12,3.6835,54.945
73622-95-4,CCCCCCCCCCCCOC(=O)N/C=C/NC(=O)OCCCCCCCCCCCC,3.6837,99.929
127906-03-0,COc1ccc(Sc2ccccc2CN)cc1OC,3.684,56.943
10388-62-2,C/C=C1/CN2CCC34c5ccccc5N(C(C)=O)C3C(CO)C1CC24,3.6844,69.948
303-34-4,C/C=C(\C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,3.6849,84.944
28864-31-5,Nc1ccccc1C(=O)NNC(=O)c1ccccc1O,3.6852,55.963
15407-86-0,CC12CCC(C1)C(C)(C)/C2=N/NC(=O)c1ccncc1,3.6854,55.96
149572-05-4,Cc1cccc(C)c1NC(=O)C1CCCCN1CCO,3.6856,56.959
110047-13-7,Cc1ccc(C)c(OC(N)=O)c1,3.6865,33.977
19448-00-1,O=C(Nc1cccc(Oc2ccccc2)c1)OCCN1CCCCC1,3.6869,69.95
101517-06-0,CCCCCCCCCCCCN/C(N)=N/[N+](=O)[O-],3.687,55.965
73987-19-6,CCCCCCCCCCCCCCSCCSCCCCCCCCCCCCCC,3.6875,99.891
67196-12-7,Cc1ccc2c(c1)c1ccccc1n2CC1CCCCN1C,3.6879,59.952
92956-71-3,CCCC#CC(O)(C(=O)OC1CCN(C)CC1)C1CCCC1,3.6884,62.955
626-22-2,N#CCc1cccc(CC#N)c1,3.6885,31.976
896-22-0,COc1ccc(/C=C/C(=O)CCN2CCCCC2)cc1,3.6886,55.958
57543-08-5,COc1cc2c(cc1OC)CC(Cc1ccccc1)NC2,3.6889,57.956
24269-61-2,CC(C)CN(CCN1CCN(C(=O)OC(C)C)CC1)CC(C)C,3.6892,66.954
36398-94-4,CC1C2CCC(C2)C1CN(CCOC(=O)c1ccccc1)C(=O)c1ccccc1,3.6897,79.939
3074-43-9,CN1CCN(c2ccccc2)CC1,3.6899,35.973
3414-71-9,CN1CCN(Cc2c[nH]c3ccc([N+](=O)[O-])cc23)CC1,3.6901,55.963
53378-71-5,C1CCC2(CC1)N=C1CCCCC1C1(CCCCC1)N2,3.6903,55.957
67466-07-3,CC1CCCCN1CCCOC(=O)CCc1ccccc1,3.6907,58.956
101832-45-5,CN(C)CCCC1C2CCC(C2)C1C#N,3.6913,41.968
102131-37-3,CC1(C)C=C(C(=O)NCCCNC(=O)c2ccc3c(c2)OCO3)C(C)(C)N1,3.6914,75.949
101832-16-0,CCCCCCCCC(=O)NCc1ccc(C)c(C)c1,3.6918,55.957
55477-20-8,CSc1c(Cl)nc(NC(C)(C)C)nc1N1CCN(C)CC1,3.6923,66.846
69353-27-1,CC(C)COc1ccc(C(=S)NCCN2CCCCC2)cc1,3.6929,64.937
74039-71-7,Cn1c(=O)c2[nH]c(CCC3CCCC3)nc2n(C)c1=O,3.6933,55.963
14885-19-9,CCCOc1ccc(C(=S)OCCCN(C)C)cc1,3.6935,56.944
51868-65-6,CN1C2CCC1C1C(=O)c3ccccc3C1C2,3.6939,45.964
67032-26-2,CC(COC(=O)c1ccccc1)NC1CCCC1,3.6943,49.964
73713-81-2,Cc1ccc2c(c1)SP(=S)(c1ccccc1)N2,3.6948,55.931
81331-12-6,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CN1CCN(CCO)CC1,3.6951,149.881
78372-09-5,CCC(C)C(O)(C(=O)OCCN(CC)CC)c1ccccc1,3.6954,61.956
7384-02-3,CN(C)CCn1c2ccccc2c2ccccc21,3.6959,47.962
60697-82-7,OC(c1ccccc1)(c1ccccc1Cl)C1CN2CCC1CC2,3.6961,65.856
55477-40-2,CNc1nc(OC)c(SC)c(N2CCN(C)CC2)n1,3.6965,56.949
912-60-7,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,3.6973,82.944
99972-15-3,COc1cc(C=C(C#N)C#N)cc(Br)c1O,3.6976,55.775
6281-83-0,O=C(c1ccccc1)C(c1ccccc1)N1CCCCC1,3.698,55.956
14025-53-7,CCCCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1O,3.6982,66.955
63732-39-8,C=CCN1CCC23CCCCC2C1Cc1ccc(OC(=O)N(C)C)cc13,3.6984,70.947
74019-45-7,CCC1C(=O)NC(=O)SC1c1ccccc1[N+](=O)[O-],3.6994,55.949
20014-10-2,CC(C)NCC(O)CNc1ccc(Oc2ccccc2)cc1,3.6996,59.956
22048-54-0,CCOC(=O)C1(CCCN(C)C)OC(C)(C)c2ccccc21,3.6996,60.956
102433-44-3,CCC(CCl)NC(=O)Nc1cccc2c1CCCC2,3.7002,55.867
73972-78-8,CCCCOP(=O)(OCCCC)OC/C(I)=C/I,3.7008,99.972
101932-04-1,C=C(C)C(O)(C(=O)OC1CCN(C)CC1)C1CCCC1,3.7011,55.961
60053-04-5,Clc1ccc(-c2cc3n(Cc4ccccc4)ccn3c2)cc1,3.7015,60.86
119558-17-7,COc1cccc(C2(O)CCSCC2CN(C)C)c1,3.7019,55.845
67262-64-0,CCc1ccccc1NC(=O)C(C)NCCOC,3.7022,49.665
73806-35-6,O=C1C=C/C(=C/C=C/C=C/c2ccc(O)cc2O)C(=O)C1,3.7025,55.959
101418-26-2,CCC(OCCN(C)C)(c1ccccc1)c1ccc(Cl)cc1,3.7029,62.86
16350-96-2,c1ccc(CNC2CCCCC2)cc1,3.7031,37.47
10565-90-9,CN(C)CCCC1(c2ccccc2)C(=O)N(C)c2ccccc21,3.7038,60.953
101564-22-1,COc1ccc(NC(=O)C2CCCCC2)c2ccccc12,3.7042,55.958
15145-36-5,Cc1cccc(NC(=O)NCCCl)c1,3.7045,41.88
13708-41-3,COc1ccc2c(c1)c(CN(C)C)c(C)n2-c1ccccc1,3.7055,57.956
25926-34-5,O=C(CCN1CC1)OCCCCOC(=O)CCN1CC1,3.7057,55.964
22820-29-7,CCCN(CCN1CCOCC1)CC(O)COc1ccc(Cl)cc1Cl,3.7061,76.766
73972-97-1,COc1ccc(Cc2nn(CCN(C)C)c(=O)c3ccccc23)cc1,3.7067,66.252
102206-43-9,O=C(Nc1ccc2c(c1)OCO2)O/N=C/c1cccnc1,3.7071,55.964
87203-66-5,CNC(Cc1ccc(OC)c(OC)c1)c1ccc(C)cc1,3.7072,55.958
111941-80-1,N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,3.708,49.965
63938-61-4,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,3.7083,48.961
101516-96-5,O=C(Nc1ccc2c(c1)OCO2)OCCc1ccccn1,3.7086,55.963
101913-91-1,O=C(CCCCl)CC(O)(C(F)(F)F)C(F)(F)F,3.7091,55.887
63869-75-0,CN(C)CC/C=C1/c2ccccc2Sc2ccc(F)cc21,3.7093,58.422
102434-17-3,O=C(NCCBr)Nc1ccc2c(c1)OCO2,3.7099,55.782
92956-04-2,CC#CC(O)(C(=O)OC1CCCN(C)C1)c1ccccc1,3.7102,55.96
102434-43-5,O=C(NCCCl)Nn1c2ccccc2c2ccccc21,3.7108,55.87
6851-68-9,CN(C)c1ccc2[nH]cc(CN3CCCCC3)c2c1,3.7116,49.963
53206-81-8,C#CCNCC(O)COc1c(C(C)C)ccc(C)c1C(=O)OC,3.7119,61.957
51736-77-7,NCC1OC(OC2C(N)CC(N)C(OC3OC(COC(N)=O)C(O)C(N)C3O)C2O)C(N)CC1O,3.7124,98.946
61682-30-2,CN(C)CCO/N=C1\CCc2cc3c(cc21)CCC3,3.7133,49.963
114977-28-5,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,3.7142,155.895
5426-90-4,Cn1c(=O)c2[nH]c(CCC3CCCCC3)nc2n(C)c1=O,3.7148,55.963
5196-23-6,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Br)cc21,3.7152,69.171
538-28-3,N=C(N)SCc1ccccc1,3.7156,31.963
73972-76-6,CCCCOP(=O)(OCCCC)OC(C#N)CCC,3.7162,55.968
56974-53-9,CCc1cccc(NC(=O)CN(CC)CC)c1,3.7166,44.967
10565-74-9,CN(C)CCCC1(c2ccccc2)CC(C)(C)c2ccccc21,3.717,58.952
27467-06-7,CCOc1c(CCN(CCOC(=O)Nc2ccccc2)CCOC(=O)Nc2ccccc2)cccc1OC,3.7173,99.931
53708-57-9,CCN(CC)CC(N)Cc1c[nH]c2ccccc12,3.7177,46.965
53206-76-1,Cc1ccc(C(C)C)c(OCC(=O)OCCN(C)C)c1C(=O)OC(C)C,3.7178,69.952
57248-88-1,NCCC(O)(P(=O)(O)O)P(=O)(O)O,3.718,44.987
29706-96-5,Cc1cc(O)c2c3c1C(=O)C=C1C(C)(C)C(=O)c4c(O)cc(O)c(c4C13O)C2=O,3.7186,74.948
85032-56-0,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccsc1C(N)=O,3.719,73.934
92956-69-9,CCC#CC(O)(C(=O)OC1CCN(C)CC1)C1CCCC1,3.7193,55.96
141284-31-3,O=C(Nc1cc(C(F)(F)F)cnc1NS(=O)(=O)C(F)(F)F)C1CCCCC1,3.7195,79.948
257-07-8,C1=Nc2ccccc2Oc2ccccc21,3.72,37.171
75122-40-6,Cc1nnc(NC(=O)NCCCl)s1,3.7205,41.873
20622-22-4,O=C(c1ccccc1)C(c1ccccc1)N(Cc1ccccc1)c1ccccn1,3.7207,71.943
73747-74-7,CN1CCC(COC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,3.7211,62.954
65445-82-1,NCC1=CCC(c2ccccc2)(c2ccccc2)CC1,3.7216,49.959
57483-87-1,CC(C)(C)OC(=O)C(C)(N)c1ccc(Cl)c(Cl)c1,3.7223,54.786
64461-82-1,Clc1ccc2nsnc2c1NC1=NCCN1,3.7231,47.868
101831-53-2,COc1ccc(OC)c(NC2=NCCO2)c1,3.7236,41.973
13689-19-5,O=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,3.7237,55.961
100531-21-3,C1CCC2C(C1)CCCC2NC1=NCCO1,3.7238,41.97
588-59-0,C(=C/c1ccccc1)\c1ccccc1,3.7244,33.971
157110-25-3,COc1c2c(c(O)c3c1C(OC(C)=O)Cc1cc4c(c(O)c1-3)C(=O)OC(C)C4)C(=O)c1cccc(O)c1C2=O,3.7247,99.931
62932-26-7,CC(NCCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccc(O)c(O)c1,3.725,75.952
544-63-8,CCCCCCCCCCCCCC(=O)O,3.7252,42.968
90038-01-0,Cc1cccc(Cc2cnc[nH]2)c1C,3.726,34.973
91557-05-0,CC(Cc1ccccc1)NC1=NCCO1,3.7263,38.333
4791-37-1,CCCCCSc1nc2c([nH]1)c(=S)n(C)c(=O)n2C,3.7267,55.935
61-50-7,CN(C)CCc1c[nH]c2ccccc12,3.7269,35.285
64047-92-3,CN(C)CC/C=C1/c2cc(Cl)ccc2Sc2ccc(Br)cc21,3.7271,73.668
102434-03-7,O=C(NCCCl)Nc1cccc2cc3ccccc3cc12,3.7272,55.871
7348-67-6,CC1C2CCC3C4=C(CCC32CN1C)C1CCC(N(C)C)CC1(C)CC4,3.7274,66.748
136-68-5,CN1C2CCC1CC(OC(=O)Cc1ccc([N+](=O)[O-])cc1)C2,3.7276,56.953
511-13-7,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,3.7279,54.094
102613-01-4,C=CCCCCCCCCC(=O)N(CCOC)CCOC,3.7281,55.961
20382-87-0,CN1C2CCC1CC(Oc1ccc(Cl)cc1)C2,3.7289,46.879
16910-71-7,C/C=C/C(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,3.7296,74.953
16575-27-2,CCCCOc1ccc(C(=S)NCCCN(CC)CC)cc1,3.7304,59.942
101831-89-4,CN(C)Cc1ccc2c(ccn2C)c1,3.7307,34.973
92956-06-4,CC#CC(O)(C(=O)OCC1CCN(C)CC1)c1ccccc1,3.7309,55.959
40520-27-2,Cc1ccc2ccccc2c1NC1=NCCO1,3.7314,41.969
60999-41-9,OC(C1=CN2CCC1CC2)(c1ccccc1)c1ccccc1,3.7321,53.957
101832-47-7,COc1ccc(CNCCCC2C3CCC(C3)C2CN)cc1,3.7325,55.958
10480-24-7,O=[N+]([O-])c1cccc(C2CN=NN2c2ccc(Cl)cc2)c1,3.7329,55.877
101931-62-8,O=C(CBr)CC(O)(C(F)(F)F)C(F)(F)F,3.7332,55.804
42310-58-7,O=C(COc1ccc(Cl)cc1Cl)Nc1nccs1,3.7335,55.778
102504-21-2,C=C1N(c2ccc(OC)c(OC)c2)C(=O)OC12CCCCC2,3.7338,55.961
29885-18-5,CCN(CC)CCOC(=O)C1(c2cccc(C)c2)CCCC1,3.7339,55.958
3785-34-0,O=C(CBr)OCCOC(=O)CBr,3.7346,55.621
90288-65-6,Cc1cc(COc2ccccc2OCC(O)CNC(C)C)on1,3.7348,58.96
100482-42-6,COc1cc(C(=O)OCCN(c2ccccc2)c2ccccc2)cc(OC)c1OC,3.735,74.946
4944-43-8,CCN(CC)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,3.7352,63.129
100482-52-8,OC(C=C(C(F)(F)F)C(F)(F)F)c1ccccc1Cl,3.7356,55.888
57543-14-3,COc1cc2c(cc1OC)CC(Cc1ccccc1Cl)N=C2,3.736,57.872
22609-73-0,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,3.7364,89.941
5429-34-5,Cn1c(=O)c2[nH]c(Nc3ccccc3Cl)nc2n(C)c1=O,3.7371,55.88
63938-07-8,C=CCN1CCc2cc(OC)c(OC)cc2C1CCc1ccc([N+](=O)[O-])cc1,3.7375,69.95
101491-55-8,O=C(NC/C=C/Br)Oc1cccc2ccccc12,3.7378,55.789
37401-68-6,CN(C)CCCC1(c2ccccc2)OC(=O)c2ccccc21,3.738,53.959
17798-24-2,CCCC(C)C(=O)Nc1cccc(OC(=O)NC(C)CC)c1,3.7381,55.961
14025-66-2,CCCCCOC(=O)c1ccc(NC(=O)CCN(CC)CC)cc1O,3.7385,63.957
25524-56-5,O=C(N/C=C/NC(=O)Nc1ccc(I)cc1)Nc1ccc(I)cc1,3.7389,99.963
108983-07-9,CCN(CC)CCOC(=O)c1c(C)cc(C)cc1C,3.7393,47.965
63907-00-6,Oc1ccc2c(c1O)-c1cccc3c1C(C2)N(CC1CC1)CC3,3.7395,55.957
1120-00-9,CCCCCCCCCCCCNCCCS(=O)(=O)O,3.7397,55.949
73816-50-9,COc1ccc(CNCCc2c[nH]c3ccccc23)cc1,3.7402,50.961
25163-62-6,Oc1c(CN2CCOCC2)ccc(CN2CCOCC2)c1O,3.7409,55.963
7152-09-2,O=CNCC1(c2ccccc2)CCN(Cc2ccccc2)CC1,3.741,55.957
3562-84-3,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,3.741,76.605
50594-06-4,O=C(Nc1ccccc1)OCCN1CCCCC1,3.7418,44.969
103506-91-8,CCCN1CCN(CCN2c3ccccc3Sc3ccccc32)CC1,3.7423,63.938
32412-32-1,CCCCOc1ccc(C(=S)NCCCN2CCCC2)cc1,3.7424,57.944
68342-78-9,CCN(CC)CCOCCC1=CCC2CC1C2(C)C,3.7427,47.964
101976-28-7,CC(Cl)CN1c2ccccc2Sc2ccc(Cl)cc21,3.7435,55.777
13150-57-7,C(CN1CCCCC1)=C(c1ccccc1)c1ccccc1,3.7442,49.959
46228-36-8,N=C(N)NCc1ccc(Cl)c(Cl)c1,3.7447,39.065
102071-86-3,CC(Br)C(=O)NC1CCN(c2ccccc2)CC1,3.7449,55.792
73987-10-7,CCN(CC)CC1COC(c2ccccc2)(c2ccccc2)O1,3.7452,55.958
102370-97-8,CC(C)N(CCOC(=O)C(c1cccs1)C1C=CCCC1)C(C)C,3.7455,62.74
74039-09-1,Clc1ccc(C(NC2CC3CCC2C3)c2ccccc2)cc1,3.7458,55.872
13658-91-8,CCN(CC)CCN(C(=O)Oc1ccccc1)c1ccccc1,3.7465,55.959
63938-56-7,c1ccc(CN(CCc2c[nH]c3ccccc23)Cc2ccccc2)cc1,3.7467,60.951
31329-36-9,CN1CCC(c2ccccc2)(c2ccccc2)CC1,3.7471,44.963
548-64-1,CN1C2CCC1CC(OC(=O)C(c1ccccc1)c1ccccc1)C2,3.7475,59.954
51713-80-5,COc1cc2c(cc1O)C(C)N(C)CC2,3.7479,37.014
17502-76-0,CN(CCO)CCN1C(=O)CC2(CCCc3ccccc32)C1=O,3.7481,56.468
7383-82-6,O=C1CCCN1CCCN1CCCC1,3.7488,34.976
101077-40-1,O=C(O)c1c2c(nc3ccccc13)-c1cccc3c1N(C=CC3)C2,3.7492,55.958
73816-81-6,O=C1C(Cl)=C(SCc2ccccc2)C(=O)c2ccccc21,3.7498,55.862
29845-71-4,CC(C)=CCCC(C)(O)C1CCC2(C)C3CC(C)C4C(C)(C)C(C5(OC6OCC(O)C(O)C6O)OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CC(O)C12,3.7502,162.893
35706-64-0,OC(CCN1CCCC1)(c1ccccc1)c1ccccc1,3.7504,49.961
23327-57-3,CN1CCOC(c2ccccc2)c2ccccc2C1,3.7505,44.965
101692-32-4,Cn1ccn(C2CCCCC2)c1=O,3.7507,31.978
130820-11-0,CCOC(=O)C1(c2ccc(C3CC3)cc2)CCN(C)CC1,3.7509,50.962
4587-25-1,N#CC1=C(C#N)C(=O)C(Br)=C(Br)C1=O,3.7514,55.632
101931-59-3,Cc1ccc(C(C)(O)CC(O)(C(F)(F)F)C(F)(F)F)cc1,3.7518,55.973
40516-95-8,CCN(CC)CCNc1ccccc1[N+](=O)[O-],3.7521,41.972
3138-69-0,COC(C(=O)OC1CCCN(C)C1)(c1ccccc1)c1ccccc1,3.7526,59.956
119694-68-7,C/C(=N\NC(N)=S)c1cc2c(cn1)[nH]c1ccccc12,3.7534,49.952
126480-52-2,Cn1c(=O)c2c(ncn2CC(=N)N2CCOCC2)n(C)c1=O,3.7538,53.968
73826-61-6,COc1ccc(C(=O)/N=N/C(=O)c2cccc3ccccc23)cc1,3.7547,55.959
100811-85-6,CCN(CC)CCCOC(=O)c1ccc(N)cc1,3.7551,43.969
101976-32-3,CN(CCCl)CCN1c2ccccc2Sc2ccccc21,3.7554,55.863
73713-56-1,O=C(NNC(=O)c1cccc(Br)c1)c1ccccc1,3.7558,55.797
38821-11-3,NC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.7561,55.959
3998-77-4,c1ccc(C(CCN2CC3CCC(CC3)C2)c2ccccc2)cc1,3.7563,55.954
70541-39-8,C=C(C)CNCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1,3.7569,59.875
101932-41-6,c1ccc2c(CCNC3=NCCO3)cccc2c1,3.7575,41.969
73790-32-6,CCCCCCCCCCCCCP(=O)(OCC)OCC,3.7576,55.964
106301-69-3,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC#CCN2CCC56c7c8ccc(OC)c7OC5C(=O)CCC6(O)C2C8)CCC314,3.7578,113.919
33021-67-9,Cc1cc(C)c(NC(=O)NCCCl)c(C)c1,3.7583,41.89
630-71-7,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(F)(F)F,3.7585,55.804
2878-62-8,COc1cc(OC)c(OC)cc1/C=C/c1ccnc2ccccc12,3.7588,55.958
22439-22-1,CS(=O)(=O)C(Cl)(Cl)S(C)(=O)=O,3.759,41.79
357-75-5,CN(C)CC(O)(c1ccccc1)c1ccc(Cl)cc1,3.7593,47.883
84807-09-0,c1cc(N2CCNCC2)c2cc[nH]c2c1,3.7597,34.974
17380-19-7,CC(=O)c1c[nH]c2ccc(C#N)cc12,3.7601,31.977
2018-25-9,CC(=O)Nc1ccc(S(=O)(=O)NCCOC(=O)CI)cc1,3.7604,73.955
78372-19-7,CCC(C)C(C(=O)OCCN(CC)CC)c1cccs1,3.7608,51.55
42882-68-8,CNCC(O)c1ccc2c(c1)CCCCC2,3.7613,37.971
1476-98-8,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.7618,56.458
62673-44-3,CC(C)NCC(O)c1sccc1Cl,3.7621,37.881
3240-34-4,CC(=O)OI(OC(C)=O)c1ccccc1,3.7625,55.978
53757-95-2,COc1ccc2c(c1)C1CC3CCC(C1C2)N3C,3.763,41.968
20195-20-4,O=C(CN1CCCCCC1)c1ccc(O)c(O)c1,3.7633,42.97
94261-79-7,CCN(CC)CCOC(=O)C(c1ccccc1)C(C)(O)CC,3.7635,52.962
14223-12-2,N#CSCC#CCOC(=O)Nc1ccc(Br)cc1,3.7639,55.788
85462-89-1,COc1ccc(CCNCC(O)COc2c(C(=O)O)sc3c2CCCC3)cc1OC,3.764,74.936
50504-27-3,CCCCNC(=O)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,3.7643,55.959
51452-63-2,CC(C)(C)NCC(O)c1ccc(Cl)s1,3.7646,40.08
106150-13-4,O=c1c(O)c(O)c1=O,3.7649,19.5896
61973-49-7,CNc1nc(Cl)c(Br)c(N2CCN(C)CC2)n1,3.7656,54.725
5662-89-5,CCN(CC)CCCOC(=O)C1(c2ccccc2)CCCC1,3.7661,51.961
5985-35-3,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.7666,44.016
101976-06-1,CCOC(=O)N1CCN(C(=O)Nc2cccc3ccccc23)CC1,3.7669,55.961
18235-87-5,CCN(CC)CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC)cc12,3.7674,64.952
40960-62-1,CC(C)NC(C)C(C)c1ccccc1,3.7683,32.593
37457-09-3,CN(C)CCCC1(O)CCCCC1Sc1ccccc1,3.7686,49.95
17060-76-3,Cc1cc(OCCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1,3.769,59.955
102585-33-1,C=C(Br)CNC(=O)C(Cl)Cl,3.7693,41.657
89541-46-8,COC(=O)C1=C(C)N=C(C)C(C/C=N/OC2CCCC2)C1c1cccc([N+](=O)[O-])c1,3.7695,70.253
64471-18-7,CN1C2CCC(OC(=O)C(O)(c3ccccc3)C3CCC3)C1CC2,3.7696,55.959
122892-32-4,O=C(NCc1ccc(OCCN2CCCC2)cc1)c1ccc2c(c1)OCO2,3.7698,62.556
67196-17-2,CCCN1CCCC(Cn2c3ccccc3c3ccccc32)C1,3.7704,51.959
87-33-2,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.7711,39.982
7428-73-1,CN(C)CCCC(=O)c1ccccc1CCc1ccccc1,3.7715,49.961
54219-87-3,C=CCc1cc(CN(C)CCO)c(O)c(OC)c1,3.7718,42.471
23315-05-1,CCCCCCC/C=[N+](\O)[N-]C(COC)C(C)O,3.7722,43.972
843-20-9,CCc1ccc(F)c(NC(=O)CCN(CC)CC)c1,3.7723,44.97
23562-35-8,Cc1cccc(C)c1NC(=O)CN(C)CCCl,3.7727,42.892
102504-24-5,CC1N(C)C(=O)OC12CCN(CC1COc3ccccc3O1)CC2,3.7735,55.962
55796-13-9,CCCCCCCCCCCC(=O)Nc1ccc(SC#N)cc1,3.7736,55.946
55372-19-5,CCCCCN(C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(O/C=C\C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C\C=C(\C)C(=O)N2)O4)N(C)C,3.7742,145.902
5710-76-9,CCOc1ccc(C(=O)OCCCN(CC)CC)cc1F,3.7743,49.967
2898-12-6,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,3.7748,45.363
